OrderID,OrderDate,CustomerID,ProductID,Quantity,Discount,Sales,Profit,CustomerName,Gender,Age,City,State,JoinDate,ProductName,Category,SubCategory,CostPrice,SellingPrice,Month
24,2025-12-07,269,47,4,5,21388.87,5214.6,Kalpit Prabhakar,Female,58,Imphal,Haryana,2025-07-08,Football 47,Sports,Football,4325,5628.65,2025-12
25,2024-10-01,2678,339,2,10,11046.47,3893.86,Ikbal Ranganathan,Male,26,Mahbubnagar,Punjab,2024-07-02,Helmet 339,Sports,Helmet,4190,6136.93,2024-10
26,2025-05-10,854,452,3,0,11552.7,4559.7,Jagrati Choudhary,Male,45,Ludhiana,Haryana,2025-03-22,Headphones 452,Electronics,Headphones,2331,3850.9,2025-05
27,2025-03-22,7199,417,4,10,2509.06,915.84,Urishilla Dara,Female,38,Hapur,Bihar,2023-03-12,Fan 417,Home,Fan,468,696.96,2025-03
28,2026-05-18,8954,237,1,15,539.94,306.22,Sai Borra,Female,59,Allahabad,Bihar,2021-10-24,Lamp 237,Home,Lamp,329,635.22,2026-05
29,2025-09-23,8114,165,3,15,12105.41,5133.66,Daniel Chaudhry,Female,18,Mangalore,Uttarakhand,2022-05-29,Shoes 165,Clothing,Shoes,3036,4747.22,2025-09
30,2025-01-31,1735,319,5,5,18156.68,3802.3,Daniel Tak,Female,65,Bulandshahr,Jharkhand,2024-06-03,Helmet 319,Sports,Helmet,3062,3822.46,2025-01
31,2024-10-05,4321,26,4,10,23060.41,7306.68,Vinaya Muni,Female,44,Vijayawada,Chhattisgarh,2021-09-23,Gloves 26,Sports,Gloves,4579,6405.67,2024-10
32,2026-02-17,8874,117,5,15,22467.75,8527.65,Baghyawati Raghavan,Female,24,Etawah,Punjab,2023-04-15,Chair 117,Home,Chair,3581,5286.53,2026-02
33,2026-04-02,2525,404,4,5,35499.41,18611.8,Meera Mohanty,Male,46,Anantapur,Jharkhand,2025-05-29,Jacket 404,Clothing,Jacket,4689,9341.95,2026-04
34,2024-12-19,5563,259,1,5,3553.46,1076.48,Vasudha Shukla,Male,18,Bikaner,Chhattisgarh,2023-04-19,Shoes 259,Clothing,Shoes,2664,3740.48,2024-12
35,2026-04-30,2549,163,5,0,19426.05,3486.05,Ubika Pai,Male,61,Katihar,Goa,2025-07-24,Headphones 163,Electronics,Headphones,3188,3885.21,2026-04
36,2024-07-25,9584,401,3,15,4496.08,1422.51,Prisha Loke,Male,39,Dhanbad,Uttar Pradesh,2025-07-27,Table 401,Home,Table,1289,1763.17,2024-07
37,2024-08-17,6459,389,5,10,16457.0,6020.55,Nathan Sengupta,Female,36,Agra,Kerala,2025-08-11,Shirt 389,Clothing,Shirt,2453,3657.11,2024-08
38,2026-02-08,4174,469,5,5,9208.78,3938.45,Mitesh Korpal,Male,49,Bhagalpur,Arunachal Pradesh,2025-04-07,Fan 469,Home,Fan,1151,1938.69,2026-02
39,2026-05-08,4054,249,2,5,10571.7,4412.1,Zashil Chander,Female,27,Hosur,Uttar Pradesh,2023-03-08,Laptop 249,Electronics,Laptop,3358,5564.05,2026-05
40,2025-11-13,7396,294,1,5,2612.8,586.32,Saksham Rege,Female,67,Parbhani,Meghalaya,2021-08-06,Shirt 294,Clothing,Shirt,2164,2750.32,2025-11
41,2024-12-25,1634,67,1,0,694.37,210.37,Urishilla Lall,Male,58,Patna,Karnataka,2025-02-18,Table 67,Home,Table,484,694.37,2024-12
42,2026-07-13,773,62,5,15,21899.66,8014.3,Diya Sundaram,Female,61,Gaya,Gujarat,2025-10-22,Cricket Bat 62,Sports,Cricket Bat,3550,5152.86,2026-07
43,2024-11-22,8414,22,2,10,7598.54,3588.82,Pranav Garde,Male,42,Dhanbad,Nagaland,2021-08-02,Shoes 22,Clothing,Shoes,2427,4221.41,2024-11
44,2024-11-24,9058,213,5,0,11256.55,3516.55,Oviya Mitter,Female,32,Indore,Uttarakhand,2023-01-20,Jacket 213,Clothing,Jacket,1548,2251.31,2024-11
45,2024-08-05,1212,233,1,15,5375.69,2619.34,Ishita Balan,Male,65,Ajmer,Jharkhand,2025-04-18,Lamp 233,Home,Lamp,3705,6324.34,2024-08
46,2025-06-01,4774,356,1,5,4885.46,2448.59,Niharika Patel,Female,56,Tinsukia,Bihar,2022-02-21,Tablet 356,Electronics,Tablet,2694,5142.59,2025-06
47,2025-03-04,9802,78,3,0,4496.97,1532.97,Shaurya Dalal,Male,27,Belgaum,Tripura,2021-12-22,Chair 78,Home,Chair,988,1498.99,2025-03
48,2025-05-28,9630,498,5,20,28204.84,16811.05,Udant Sarma,Female,18,Vellore,Odisha,2025-01-02,Headphones 498,Electronics,Headphones,3689,7051.21,2025-05
49,2024-12-05,4126,356,3,5,14656.38,7345.77,Farhan Palla,Male,28,Hajipur,Tripura,2026-02-15,Tablet 356,Electronics,Tablet,2694,5142.59,2024-12
50,2024-08-05,9801,163,1,15,3302.43,697.21,Ansh Devi,Female,23,Ghaziabad,Manipur,2025-11-05,Headphones 163,Electronics,Headphones,3188,3885.21,2024-08
51,2025-06-11,1672,89,2,5,15721.04,8246.46,Ojasvi Bora,Male,69,Ichalkaranji,Chhattisgarh,2021-10-04,Gloves 89,Sports,Gloves,4151,8274.23,2025-06
52,2025-12-07,8065,485,4,10,29155.43,13198.92,Raksha Shan,Male,25,Jamalpur,Haryana,2023-06-07,Football 485,Sports,Football,4799,8098.73,2025-12
53,2025-06-17,4093,113,5,15,31102.82,13756.55,Odika Deshpande,Male,55,Sambalpur,Madhya Pradesh,2025-05-01,Jacket 113,Clothing,Jacket,4567,7318.31,2025-06
54,2025-08-03,2979,84,1,10,3625.53,732.37,Bhavika Dada,Male,58,North Dumdum,West Bengal,2025-01-15,Chair 84,Home,Chair,3296,4028.37,2025-08
55,2024-11-30,4740,77,2,0,10372.6,3312.6,Krishna Joshi,Male,39,Singrauli,Andhra Pradesh,2023-03-20,Jeans 77,Clothing,Jeans,3530,5186.3,2024-11
56,2025-11-10,6156,91,4,10,1477.26,797.4,Agastya Tata,Female,64,Patna,Punjab,2026-06-29,Fan 91,Home,Fan,211,410.35,2025-11
57,2025-08-13,4271,303,4,5,2811.92,1019.92,Jhalak Kashyap,Female,61,Nellore,Sikkim,2022-04-02,Helmet 303,Sports,Helmet,485,739.98,2025-08
58,2025-01-22,3200,379,1,20,6733.34,3617.68,Meera Sethi,Male,63,Danapur,Madhya Pradesh,2025-02-08,Table 379,Home,Table,4799,8416.68,2025-01
59,2025-06-08,3204,104,3,10,3584.79,947.1,Ikbal Uppal,Female,52,Orai,Odisha,2025-08-29,Shirt 104,Clothing,Shirt,1012,1327.7,2025-06
60,2026-03-18,4949,227,1,10,4473.66,2289.73,Ekapad Srinivas,Female,34,Bhilai,Sikkim,2024-08-19,Table 227,Home,Table,2681,4970.73,2026-03
61,2024-09-23,8229,431,5,15,2789.23,1296.45,Darsh Raghavan,Male,61,Bhopal,Odisha,2024-01-28,Gloves 431,Sports,Gloves,397,656.29,2024-09
62,2025-10-22,8333,307,5,10,9642.24,4808.6,Shivani Sathe,Female,25,Ghaziabad,Manipur,2025-09-20,Phone 307,Electronics,Phone,1181,2142.72,2025-10
63,2025-11-18,193,139,4,0,5300.08,916.08,Bimala Narang,Female,53,Chennai,Meghalaya,2025-03-18,Gloves 139,Sports,Gloves,1096,1325.02,2025-11
64,2025-03-14,2724,6,3,20,3216.0,1986.0,Rachita Ramakrishnan,Male,28,Agartala,Assam,2022-03-06,Chair 6,Home,Chair,678,1340.0,2025-03
65,2026-01-25,6186,393,5,10,3425.08,1440.65,Hemang Dass,Female,25,Kakinada,Nagaland,2023-06-08,Headphones 393,Electronics,Headphones,473,761.13,2026-01
66,2024-09-21,1170,314,3,5,976.38,385.77,Om Korpal,Male,48,Miryalaguda,Manipur,2021-11-26,Gloves 314,Sports,Gloves,214,342.59,2024-09
67,2026-02-02,7344,255,3,20,773.28,162.6,Qadim Parikh,Male,52,Sultan Pur Majra,Tamil Nadu,2022-08-19,Table 255,Home,Table,268,322.2,2026-02
68,2026-05-19,2977,204,4,5,18588.8,8983.16,Anay Sahota,Female,33,Silchar,Kerala,2026-03-02,Cricket Bat 204,Sports,Cricket Bat,2646,4891.79,2026-05
69,2024-08-11,2621,486,5,10,22559.18,9800.75,Chameli Taneja,Female,57,Medininagar,Mizoram,2025-09-28,Tablet 486,Electronics,Tablet,3053,5013.15,2024-08
70,2024-12-08,6785,120,3,5,2882.09,1113.78,Damini Vyas,Female,62,Bhilwara,Karnataka,2022-06-12,Jacket 120,Clothing,Jacket,640,1011.26,2024-12
71,2026-05-16,7412,472,4,15,4913.17,1152.2,Chaman Nair,Male,67,Kamarhati,Gujarat,2026-06-29,Headphones 472,Electronics,Headphones,1157,1445.05,2026-05
72,2025-08-14,5225,407,2,5,10303.7,4558.0,Neha Patla,Male,61,Tinsukia,Assam,2026-03-01,Table 407,Home,Table,3144,5423.0,2025-08
73,2026-01-15,5877,291,2,0,10653.38,2643.38,Aadi Sarma,Male,56,Bhatpara,Manipur,2026-06-12,Jeans 291,Clothing,Jeans,4005,5326.69,2026-01
74,2025-12-20,6855,42,4,10,1936.48,1035.64,Sarthak Bora,Male,42,Adoni,Sikkim,2024-07-14,Helmet 42,Sports,Helmet,279,537.91,2025-12
75,2026-01-13,8893,43,2,20,6574.91,3070.64,Patrick Kade,Male,28,Anantapuram,Tripura,2023-02-08,Lamp 43,Home,Lamp,2574,4109.32,2026-01
76,2026-07-07,2193,15,3,20,19671.14,11733.93,Reyansh Prakash,Male,53,Hospet,Punjab,2023-06-18,Phone 15,Electronics,Phone,4285,8196.31,2026-07
77,2024-12-04,2584,78,5,10,6745.46,2554.95,Harish Chana,Female,51,Lucknow,Uttar Pradesh,2026-04-19,Chair 78,Home,Chair,988,1498.99,2024-12
78,2025-10-26,1918,37,3,15,13358.68,6626.1,Jalsa Mukherjee,Female,48,Raebareli,West Bengal,2024-02-09,Phone 37,Electronics,Phone,3030,5238.7,2025-10
79,2025-05-29,3578,22,2,20,6754.26,3588.82,Zaitra Kadakia,Female,28,Raiganj,Gujarat,2021-07-27,Shoes 22,Clothing,Shoes,2427,4221.41,2025-05
80,2024-12-23,5206,162,5,15,20410.92,8647.85,Harita Krishna,Male,41,Gulbarga,Chhattisgarh,2023-09-04,Cricket Bat 162,Sports,Cricket Bat,3073,4802.57,2024-12
81,2026-01-31,3811,224,2,15,571.8,160.7,Jhalak Dara,Male,44,Aizawl,Maharashtra,2022-09-22,Football 224,Sports,Football,256,336.35,2026-01
82,2026-02-23,2526,331,4,5,31690.67,14254.6,Eta Narang,Male,24,Aligarh,Gujarat,2023-01-10,Chair 331,Home,Chair,4776,8339.65,2026-02
83,2025-08-20,4861,341,2,0,5158.78,1692.78,Omya Saran,Female,20,Rohtak,Meghalaya,2023-05-14,Lamp 341,Home,Lamp,1733,2579.39,2025-08
84,2026-01-04,7070,194,1,10,3819.52,1172.91,Fariq Bains,Female,39,Latur,Tripura,2021-10-28,Laptop 194,Electronics,Laptop,3071,4243.91,2026-01
85,2024-07-23,4247,320,5,0,22086.35,9281.35,Kavya Nadig,Female,19,Baranagar,Assam,2022-06-24,Lamp 320,Home,Lamp,2561,4417.27,2024-07
86,2024-12-04,9032,174,1,5,5591.51,1874.8,Anya Comar,Male,58,Sasaram,Haryana,2025-10-22,Jeans 174,Clothing,Jeans,4011,5885.8,2024-12
87,2025-06-23,3355,371,1,5,1369.35,428.42,Falak Oak,Female,66,Sasaram,Nagaland,2025-04-21,Football 371,Sports,Football,1013,1441.42,2025-06
88,2025-03-19,8820,390,1,0,4141.2,1141.2,Alexander Sagar,Female,19,Bally,Jharkhand,2023-04-02,Cricket Bat 390,Sports,Cricket Bat,3000,4141.2,2025-03
89,2026-02-28,4467,294,5,5,13064.02,2931.6,Varsha Bala,Male,68,Muzaffarpur,Kerala,2023-08-16,Shirt 294,Clothing,Shirt,2164,2750.32,2026-02
90,2025-10-26,2573,33,1,5,4567.2,1137.58,Girik Bajaj,Female,67,Gangtok,Goa,2026-07-17,Shirt 33,Clothing,Shirt,3670,4807.58,2025-10
91,2026-05-28,2488,49,2,0,14492.76,6728.76,George Swamy,Female,60,Kota,Rajasthan,2023-03-12,Headphones 49,Electronics,Headphones,3882,7246.38,2026-05
92,2025-12-10,6097,384,3,20,1286.78,651.48,Jagdish Shukla,Male,55,Muzaffarnagar,Assam,2024-05-31,Cricket Bat 384,Sports,Cricket Bat,319,536.16,2025-12
93,2026-02-12,1846,365,3,20,10293.22,6005.52,Abhimanyu Bali,Male,27,Saharsa,Meghalaya,2024-10-29,Helmet 365,Sports,Helmet,2287,4288.84,2026-02
94,2024-11-16,2518,446,4,20,15573.92,5931.4,Netra Kant,Female,53,Tiruvottiyur,Mizoram,2024-09-11,Gloves 446,Sports,Gloves,3384,4866.85,2024-11
95,2026-04-28,6835,275,4,15,3515.06,1191.36,Kala Pathak,Female,68,Haldia,Telangana,2022-02-02,Table 275,Home,Table,736,1033.84,2026-04
96,2026-06-02,4882,458,1,0,2758.84,968.84,Udyati Chandra,Male,21,Dindigul,Nagaland,2022-01-06,Gloves 458,Sports,Gloves,1790,2758.84,2026-06
97,2026-03-06,9550,57,5,10,4887.54,2535.6,Faris Dara,Male,61,Bhubaneswar,Uttarakhand,2023-06-26,Jeans 57,Clothing,Jeans,579,1086.12,2026-03
98,2025-09-27,4295,285,5,0,6555.9,2200.9,Advay Saraf,Female,39,Gudivada,Telangana,2023-02-05,Cricket Bat 285,Sports,Cricket Bat,871,1311.18,2025-09
99,2024-08-31,6381,159,3,5,19938.57,7418.97,Abdul Sen,Female,57,Begusarai,Himachal Pradesh,2023-01-27,Phone 159,Electronics,Phone,4523,6995.99,2024-08
100,2025-01-15,16,22,4,5,16041.36,7177.64,Devansh Rajan,Female,39,Kavali,Manipur,2026-01-18,Shoes 22,Clothing,Shoes,2427,4221.41,2025-01
101,2024-09-15,9340,476,5,15,19168.31,8260.95,Yatin Nagar,Male,44,Tadipatri,Odisha,2024-06-12,Helmet 476,Sports,Helmet,2858,4510.19,2024-09
102,2025-04-15,7246,327,5,15,25518.7,12692.0,Sanya Lala,Female,36,Mau,Arunachal Pradesh,2025-03-19,Table 327,Home,Table,3466,6004.4,2025-04
103,2024-10-11,4007,426,3,20,2779.61,1428.51,Pratyush Dhillon,Female,18,Rourkela,Meghalaya,2022-01-15,Shirt 426,Clothing,Shirt,682,1158.17,2024-10
104,2025-11-19,5363,398,4,15,24381.6,12132.24,Robert Bhatti,Male,61,Korba,Andhra Pradesh,2026-05-20,Shirt 398,Clothing,Shirt,4138,7171.06,2025-11
105,2026-06-11,4617,485,4,10,29155.43,13198.92,Jagdish Sarma,Female,57,Mumbai,Karnataka,2023-03-20,Football 485,Sports,Football,4799,8098.73,2026-06
106,2024-11-22,1946,306,4,5,21805.62,7493.28,Harish Gandhi,Female,30,Saharanpur,Nagaland,2025-02-26,Gloves 306,Sports,Gloves,3865,5738.32,2024-11
107,2024-11-28,3567,152,2,0,7722.94,3840.94,Wishi Kapoor,Male,45,Surat,Karnataka,2026-07-09,Laptop 152,Electronics,Laptop,1941,3861.47,2024-11
108,2026-02-17,2309,367,4,5,25752.18,9375.56,Omkaar Master,Male,60,Vijayanagaram,Goa,2025-03-05,Shirt 367,Clothing,Shirt,4433,6776.89,2026-02
109,2025-06-19,2934,39,2,5,12516.42,6297.18,Udant Prabhakar,Female,57,Kurnool,Jharkhand,2023-02-10,Shoes 39,Clothing,Shoes,3439,6587.59,2025-06
110,2025-03-21,281,157,1,0,7969.48,3493.48,Falak Nagar,Female,60,Singrauli,Punjab,2024-02-04,Shoes 157,Clothing,Shoes,4476,7969.48,2025-03
111,2025-11-30,4659,84,5,10,18127.66,3661.85,Siya Menon,Female,58,Noida,Himachal Pradesh,2021-08-02,Chair 84,Home,Chair,3296,4028.37,2025-11
112,2026-03-20,8715,112,1,10,1867.81,383.34,Fitan Bobal,Female,55,Purnia,Kerala,2022-10-30,Lamp 112,Home,Lamp,1692,2075.34,2026-03
113,2025-09-01,7957,481,5,20,8874.52,5008.15,Chanakya Rai,Female,46,Medininagar,Bihar,2024-02-20,Chair 481,Home,Chair,1217,2218.63,2025-09
114,2024-09-24,1834,47,4,20,18011.68,5214.6,Nathan Rattan,Female,52,Nagercoil,Tripura,2023-05-27,Football 47,Sports,Football,4325,5628.65,2024-09
115,2026-01-14,7316,79,4,20,12262.59,7428.24,Ranveer Kalla,Female,32,Guna,Andhra Pradesh,2021-11-21,Lamp 79,Home,Lamp,1975,3832.06,2026-01
116,2026-03-20,9985,305,5,10,30986.32,9564.25,Warinder Tripathi,Female,21,Lucknow,Maharashtra,2023-10-05,Tablet 305,Electronics,Tablet,4973,6885.85,2026-03
117,2025-06-28,9427,354,5,0,19519.45,8174.45,Arin Jaggi,Male,30,Ulhasnagar,Rajasthan,2025-12-08,Chair 354,Home,Chair,2269,3903.89,2025-06
118,2025-07-14,2636,264,2,0,13303.84,6193.84,Ekaja Solanki,Male,53,Bokaro,Uttarakhand,2023-02-26,Laptop 264,Electronics,Laptop,3555,6651.92,2025-07
119,2024-12-02,9004,11,1,5,3449.8,1406.37,Teerth Dixit,Male,24,Amritsar,Arunachal Pradesh,2023-01-21,Laptop 11,Electronics,Laptop,2225,3631.37,2024-12
120,2025-10-14,7078,217,4,0,25628.44,10516.44,Aishani Chauhan,Female,19,Ghaziabad,Tripura,2024-09-05,Helmet 217,Sports,Helmet,3778,6407.11,2025-10
121,2025-12-03,2755,362,1,0,6641.86,1979.86,Dipta Aurora,Female,29,Karawal Nagar,Himachal Pradesh,2022-04-15,Football 362,Sports,Football,4662,6641.86,2025-12
122,2025-12-03,89,179,2,5,12061.48,3028.3,Benjamin Palan,Female,33,Uluberia,Assam,2025-11-07,Shirt 179,Clothing,Shirt,4834,6348.15,2025-12
123,2024-12-10,8835,173,2,20,8294.98,3030.72,Thomas Mukherjee,Female,19,Satna,Telangana,2024-04-11,Cricket Bat 173,Sports,Cricket Bat,3669,5184.36,2024-12
124,2025-04-13,6489,97,1,0,5523.6,1063.6,Ekaja Hans,Male,35,Panchkula,Meghalaya,2023-10-16,Fan 97,Home,Fan,4460,5523.6,2025-04
125,2025-07-18,5272,324,1,10,4642.69,1342.54,Sanaya Handa,Female,31,Rajkot,Jharkhand,2026-05-19,Cricket Bat 324,Sports,Cricket Bat,3816,5158.54,2025-07
126,2025-09-05,2941,139,2,20,2120.03,458.04,Chasmum Johal,Male,70,Howrah,Chhattisgarh,2023-06-29,Gloves 139,Sports,Gloves,1096,1325.02,2025-09
127,2024-12-20,3850,282,1,10,1588.96,794.51,Upadhriti Subramaniam,Female,49,Karaikudi,Arunachal Pradesh,2022-02-11,Headphones 282,Electronics,Headphones,971,1765.51,2024-12
128,2025-06-14,9063,353,2,15,4068.01,1611.9,Oeshi Comar,Female,29,Rajahmundry,Uttar Pradesh,2025-07-26,Tablet 353,Electronics,Tablet,1587,2392.95,2025-06
129,2025-01-17,2801,338,5,20,28608.92,16141.15,Praneel Anand,Female,30,Berhampore,Kerala,2024-07-22,Lamp 338,Home,Lamp,3924,7152.23,2025-01
130,2025-06-07,1024,31,4,15,25302.26,11587.36,Chandani Patla,Female,64,Panihati,Meghalaya,2022-03-11,Helmet 31,Sports,Helmet,4545,7441.84,2025-06
131,2025-09-05,8749,358,4,5,9514.86,2211.64,Laksh Barad,Male,24,Dibrugarh,Nagaland,2025-08-07,Shoes 358,Clothing,Shoes,1951,2503.91,2025-09
132,2024-10-11,7494,388,4,5,12057.32,6063.92,Pallavi Mukherjee,Male,31,Rajkot,Assam,2023-02-27,Cricket Bat 388,Sports,Cricket Bat,1657,3172.98,2024-10
133,2024-10-26,3722,91,5,5,1949.16,996.75,Xalak Mitra,Female,25,Nadiad,Bihar,2026-06-18,Fan 91,Home,Fan,211,410.35,2024-10
134,2025-01-08,8219,313,4,5,13071.24,6707.2,Fitan Kala,Female,52,Orai,Arunachal Pradesh,2022-01-21,Shirt 313,Clothing,Shirt,1763,3439.8,2025-01
135,2024-08-02,3515,418,4,15,10121.02,5799.08,Pallavi Gulati,Male,21,Akola,Mizoram,2023-12-03,Chair 418,Home,Chair,1527,2976.77,2024-08
136,2025-03-29,1365,259,3,0,11221.44,3229.44,Henry Dasgupta,Male,54,Hajipur,Telangana,2024-02-27,Shoes 259,Clothing,Shoes,2664,3740.48,2025-03
137,2026-01-07,8886,468,4,5,9123.27,1847.44,Mekhala Choudhury,Male,55,Bahraich,Rajasthan,2023-12-23,Jeans 468,Clothing,Jeans,1939,2400.86,2026-01
138,2025-01-07,6516,233,1,5,6008.12,2619.34,Warhi Vohra,Male,20,Rohtak,Telangana,2025-09-22,Lamp 233,Home,Lamp,3705,6324.34,2025-01
139,2024-11-12,7112,283,3,0,20153.04,6692.04,Bakhshi Sangha,Male,65,Ratlam,Tripura,2023-07-05,Cricket Bat 283,Sports,Cricket Bat,4487,6717.68,2024-11
140,2026-05-04,14,499,1,5,2897.3,791.79,Adya Sangha,Male,66,Mirzapur,Haryana,2022-09-22,Headphones 499,Electronics,Headphones,2258,3049.79,2026-05
141,2025-03-31,2541,340,5,5,41248.24,18884.2,Samar Sandal,Female,63,Salem,Jharkhand,2024-02-17,Gloves 340,Sports,Gloves,4907,8683.84,2025-03
142,2024-11-04,3296,461,2,20,4905.84,1870.3,Aadi Tiwari,Female,57,Barasat,Uttarakhand,2021-07-28,Gloves 461,Sports,Gloves,2131,3066.15,2024-11
143,2025-06-15,2497,51,5,20,32568.56,19035.7,Maya Pau,Male,45,Thanjavur,Nagaland,2025-05-09,Fan 51,Home,Fan,4335,8142.14,2025-06
144,2024-08-26,3667,179,2,15,10791.86,3028.3,Logan Bala,Female,59,Srikakulam,Tripura,2021-12-11,Shirt 179,Clothing,Shirt,4834,6348.15,2024-08
145,2024-08-20,9832,373,1,20,467.65,283.56,Tanish Mandal,Male,23,Vadodara,Gujarat,2024-05-04,Football 373,Sports,Football,301,584.56,2024-08
146,2024-09-11,7814,167,1,15,6076.06,2366.3,Darpan Kari,Male,42,Ratlam,Chhattisgarh,2023-10-10,Laptop 167,Electronics,Laptop,4782,7148.3,2024-09
147,2025-11-25,7902,253,4,0,11176.16,4428.16,Zilmil Ranganathan,Female,22,Dibrugarh,Odisha,2023-07-18,Jeans 253,Clothing,Jeans,1687,2794.04,2025-11
148,2024-09-26,712,217,3,20,15377.06,7887.33,Bhavani Wali,Male,23,Haridwar,Gujarat,2022-02-17,Helmet 217,Sports,Helmet,3778,6407.11,2024-09
149,2025-09-11,2737,4,5,20,5153.36,1356.7,Jacob Sharma,Female,19,Sirsa,Jharkhand,2022-04-26,Cricket Bat 4,Sports,Cricket Bat,1017,1288.34,2025-09
150,2025-11-28,1646,439,3,5,6275.22,1841.49,Barkha Bassi,Male,60,Etawah,Punjab,2023-08-17,Tablet 439,Electronics,Tablet,1588,2201.83,2025-11
151,2024-10-11,1230,319,2,15,6498.18,1520.92,Praneel Sathe,Male,64,Bilaspur,Rajasthan,2022-03-12,Helmet 319,Sports,Helmet,3062,3822.46,2024-10
152,2026-06-10,9941,228,4,0,12399.12,6195.12,Jai Batta,Female,34,Sangli-Miraj & Kupwad,Jharkhand,2025-03-06,Chair 228,Home,Chair,1551,3099.78,2026-06
153,2024-12-10,7548,471,5,0,14196.5,3491.5,Ekta Narasimhan,Male,27,Dindigul,Jharkhand,2022-07-26,Chair 471,Home,Chair,2141,2839.3,2024-12
